address,ald_15,commarea,geo_networ,governance,grade_cat,grades,lat,long,network,phone,school_id,short_name,ward_15,zip,g,COUNT
3151 W WALNUT ST,"Walter Burnett, Jr.",EAST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8853210402999991401884471997619,-87.7058548119999983327943482436240,Network 5,1(773)534-6811,"609797",BEIDLER,"27","60612",20.8784,"66"
4257 N TRIPP AVE,Margaret Laurino,IRVING PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9589384945000034576878533698618,-87.7340197296999946274809190072119,Network 1,1(773)534-3590,"609798",BELDING,"39","60641",19.5409,"92"
3730 N OAKLEY AVE,Ameya Pawar,NORTH CENTER,"4",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9495297990999986836868629325181,-87.6860182443000013563505490310490,Network 4,1(773)534-5150,"609799",BELL,"47","60618",28.9460,"101"
10115 S PRAIRIE AVE,Anthony A. Beale,ROSELAND,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7104349491999997212587913963944,-87.6173904557000042814252083189785,Network 13,1(773)535-5460,"609800",BENNETT,"9","60628",27.3747,"76"
1420 W GRACE ST,Thomas Tunney,LAKE VIEW,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9507805188999967072049912530929,-87.6649678447000013647993910126388,Network 4,1(773)534-5750,"609803",BLAINE,"44","60613",30.6545,"105"
6710 N WASHTENAW AVE,Debra L. Silverstein,WEST RIDGE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0034116081000021836189262103289,-87.6974628220000056444405345246196,Network 2,1(773)534-2160,"609804",BOONE,"50","60645",34.9482,"46"
7931 S HONORE ST,Latasha R. Thomas,AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7493391615999982491302944254130,-87.6693656495999960043263854458928,Network 11,1(773)535-3425,"609805",JOPLIN,"17","60620",13.3015,"29"
7736 S BURNHAM AVE,Gregory Mitchell,SOUTH SHORE,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7543651319999966631257848348469,-87.5571419709999929636978777125478,AUSL,1(773)535-6600,"609806",BRADWELL,"7","60649",20.8030,"58"
3434 W 77TH ST,Lona Lane,ASHBURN,"10",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7534571934000027226829843129963,-87.7087312845000042216270230710506,Network 10,1(773)535-4030,"609807",HAMPTON,"18","60652",28.6482,"33"
11411 S EGGLESTON AVE,Carrie M. Austin,ROSELAND,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6866599702999991450269590131938,-87.6336321362000063572850194759667,Network 13,1(773)535-5340,"609808",HALEY,"34","60628",31.4515,"85"
2723 N FAIRFIELD AVE,Scott Waguespack,LOGAN SQUARE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9309660966000024018285330384970,-87.6962941983999968442731187678874,Network 4,1(773)534-4100,"609809",BRENTANO,"32","60647",18.8977,"136"
3800 N NEW ENGLAND AVE,Timothy M. Cullerton,DUNNING,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9491143871000033982454624492675,-87.7986689205999937257729470729828,Network 1,1(773)534-3718,"609810",BRIDGE,"38","60634",30.5289,"70"
10740 S CALHOUN AVE,Susie Sadlowski Garza,SOUTH DEERING,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6997262217999988820338330697268,-87.5620842299999964097878546454012,Network 13,1(773)535-6215,"609811",BRIGHT,"10","60617",31.4804,"39"
54 N HERMITAGE AVE,"Walter Burnett, Jr.",NEAR WEST SIDE,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8829967850000031148738344199955,-87.6706823905000049990121624432504,Network 6,1(773)534-7250,"609812",BROWN W,"27","60612",19.6896,"115"
6741 S MICHIGAN AVE,Roderick T. Sawyer,GREATER GRAND CROSSING,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.7716203598999982204986736178398,-87.6217459684000061770348111167550,Network 12,1(773)535-3030,"609813",BROWNELL,"6","60637",13.4851,"63"
7355 S JEFFERY BLVD,Gregory Mitchell,SOUTH SHORE,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7608474807000007444912625942379,-87.5760748570999965068040182814002,Network 12,1(773)535-0501,"609815",BOUCHET,"7","60649",22.1096,"64"
2701 W FOSTER AVE,Patrick O'Connor,LINCOLN SQUARE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9757543305999973881625919602811,-87.6965560321999930692982161417603,Network 2,1(773)534-2591,"609817",BUDLONG,"40","60625",26.0974,"96"
2035 N MOBILE AVE,Chris Taliaferro,BELMONT CRAGIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9175981383000006985639629419893,-87.7826995708999930911886622197926,Network 3,1(773)534-3000,"609818",BURBANK,"29","60639",27.0778,"71"
5356 S KING DR,Patricia R. Dowell,WASHINGTON PARK,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7967595645000002946289896499366,-87.6161405235999950491532217711210,Network 9,1(773)535-1325,"609819",BURKE,"3","60615",29.5741,"65"
1630 W BARRY AVE,Scott Waguespack,LAKE VIEW,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9379374744000017471989849582314,-87.6698531241000011959840776398778,ISP,1(773)534-5475,"609820",BURLEY,"32","60657",21.3682,"132"
9928 S CRANDON AVE,Gregory Mitchell,SOUTH DEERING,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7144020624999996016413206234574,-87.5671305914000015491183148697019,ISP,1(773)535-6530,"609821",BURNHAM,"7","60617",37.8285,"78"
2524 S CENTRAL PARK AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"4, 5, 6, 7, 8",41.8454498794000002703796781133860,-87.7149270140999988143448717892170,Network 7,1(773)534-1620,"609826",CASTELLANOS,"22","60623",17.9090,"94"
650 E 91ST PL,Michelle A. Harris,CHATHAM,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7284806386999989058494975324720,-87.6074353213000023288259399123490,Network 12,1(773)535-3300,"609827",BURNSIDE,"8","60619",23.7727,"25"
1621 W WABANSIA AVE,Scott Waguespack,WEST TOWN,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9123579080999988377698173280805,-87.6686606038000064700099756009877,Network 6,1(773)534-4090,"609828",BURR,"32","60622",16.1040,"128"
3542 S WASHTENAW AVE,George A. Cardenas,BRIGHTON PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8288679073000011499061656650156,-87.6924566291999951772595522925258,Network 8,1(773)535-7226,"609829",BURROUGHS,"12","60632",17.4854,"80"
932 N CENTRAL AVE,Chris Taliaferro,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8976625724000015793535567354411,-87.7656056584999930691992631182075,Network 3,1(773)534-6025,"609830",BRUNSON,"29","60651",25.0019,"80"
5329 S OAK PARK AVE,Michael R. Zalewski,GARFIELD RIDGE,"10",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7950309651999987181625328958035,-87.7915444827000044369924580678344,Network 10,1(773)535-2170,"609832",BYRNE,"23","60638",30.0269,"101"
8546 S CREGIER AVE,Michelle A. Harris,AVALON PARK,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7392263552999978060142893809825,-87.5807290277000021205822122283280,Network 12,1(773)535-6300,"609833",CALDWELL,"8","60617",31.3655,"33"
2620 S LAWNDALE AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8436981183999989752919645980000,-87.7173189526999976806109771132469,Network 7,1(773)534-1880,"609834",LITTLE VILLAGE,"22","60623",18.3938,"92"
1234 N MONTICELLO AVE,Roberto Maldonado,HUMBOLDT PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9037921178999965832190355286002,-87.7179266352000013284850865602493,Network 5,1(773)534-4290,"609835",CAMERON,"26","60651",16.7973,"49"
3740 N PANAMA AVE,Timothy M. Cullerton,DUNNING,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9480070281000010368188668508083,-87.8292957010000066020438680425286,Network 1,1(773)534-1238,"609836",CANTY,"38","60634",29.4339,"24"
1414 E 61ST PL,Willie B. Cochran,WOODLAWN,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7833683234999995192993083037436,-87.5907950091999936148567940108478,ISP,1(773)535-0530,"609837",CARNEGIE,"20","60637",27.8539,"46"
2929 W 83RD ST,Lona Lane,ASHBURN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7425166266000005066416633781046,-87.6960120751000005157038685865700,Network 10,1(773)535-9414,"609839",CARROLL,"18","60652",31.0326,"7"
5516 S MAPLEWOOD AVE,Toni L. Foulkes,GAGE PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7932721442000030265262466855347,-87.6877995432000005848749424330890,ISP,1(773)535-9222,"609842",CARSON,"15","60629",30.9387,"101"
5740 S MICHIGAN AVE,Willie B. Cochran,WASHINGTON PARK,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7898279053000010208052117377520,-87.6224527518999991571035934612155,AUSL,1(773)535-0860,"609844",CARTER,"20","60637",21.1196,"62"
901 E 133RD PL,Anthony A. Beale,RIVERDALE,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6537021162000016261117707472295,-87.5995156321999957071966491639614,Network 13,1(773)535-5674,"609845",CARVER G,"9","60827",27.4170,"49"
630 E 131ST ST,Anthony A. Beale,RIVERDALE,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6574049704000017868565919343382,-87.6064738469000019449595129117370,Network 13,1(773)535-5614,"609848",ALDRIDGE,"9","60827",31.8961,"66"
11314 S SPAULDING AVE,Matthew J. O'Shea,MOUNT GREENWOOD,"10",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.6873470553999965204639011062682,-87.7032154883000032441486837342381,Network 10,1(773)535-2640,"609849",CASSELL,"19","60655",26.1888,"32"
832 W SHERIDAN RD,James Cappleman,LAKE VIEW,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9528095120000017459460650570691,-87.6509798694000039631646359339356,Network 4,1(773)534-5800,"609850",GREELEY,"46","60613",22.0138,"97"
2745 W ROOSEVELT RD,Jason C. Ervin,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8664352521999987288836564403027,-87.6952593685000039158694562502205,AUSL,1(773)534-1720,"609851",CHALMERS,"28","60608",24.9388,"80"
2135 W FOSTER AVE,Patrick O'Connor,LINCOLN SQUARE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9758943006999984959293215069920,-87.6832635919000011881507816724479,Network 2,1(773)534-2390,"609852",CHAPPELL,"40","60625",29.3369,"24"
2021 N POINT ST,Proco (Joe) Moreno III,LOGAN SQUARE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9179926536999971631303196772933,-87.6945622515000025032350094988942,Network 4,1(773)534-4185,"609853",CHASE,"1","60647",21.4036,"114"
2450 W RICE ST,Roberto Maldonado,WEST TOWN,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8967126889999974537204252555966,-87.6889367624000044543208787217736,Network 5,1(773)534-4080,"609854",CHOPIN,"26","60622",20.1601,"95"
5042 S ARTESIAN AVE,Edward M. Burke,GAGE PARK,"8",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.8016586250000017344063962809741,-87.6856070031000029985079891048372,Network 8,1(773)535-9375,"609855",CHRISTOPHER,"14","60632",26.3685,"97"
13231 S BURLEY AVE,Susie Sadlowski Garza,HEGEWISCH,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6545581491999996615049894899130,-87.5446135977000068351117079146206,Network 13,1(773)535-5600,"609856",CLAY,"10","60633",21.7584,"88"
3121 W BYRON ST,Deborah Mell,IRVING PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9520421217000034630473237484694,-87.7064425254999946446332614868879,Network 1,1(773)534-5130,"609857",CLEVELAND,"33","60618",23.6224,"113"
6110 N FAIRFIELD AVE,Patrick O'Connor,WEST RIDGE,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9925413603000023954336938913912,-87.6983599543000025278161047026515,ISP,1(773)534-2025,"609859",CLINTON,"40","60659",27.1608,"30"
2350 W 110TH PL,Matthew J. O'Shea,MORGAN PARK,"10",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.6930260063999966746450809296221,-87.6808967871999982435227138921618,Network 10,1(773)535-2560,"609861",CLISSOLD,"19","60643",30.7369,"48"
8441 S YATES BLVD,Gregory Mitchell,SOUTH CHICAGO,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7414128071999996905105945188552,-87.5659697717999989663439919240773,Network 12,1(773)535-6550,"609862",COLES,"7","60617",27.2553,"42"
1003 N LEAVITT ST,Bob Fioretti,WEST TOWN,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8995657756999975163125782273710,-87.6819380493000011256299330852926,Network 5,1(773)534-4350,"609863",COLUMBUS,"2","60622",29.3548,"92"
8150 S BISHOP ST,"Howard B. Brookins, Jr.",AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7452370222000013200158718973398,-87.6597745897999942599199130199850,Network 11,1(773)535-3315,"609864",COOK,"21","60620",17.4106,"53"
7414 N WOLCOTT AVE,Joe A. Moore,ROGERS PARK,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0170875917999993021112459246069,-87.6777625168000014355129678733647,Network 2,1(773)534-2220,"609865",JORDAN,"49","60626",28.7955,"35"
4046 N LEAVITT ST,Ameya Pawar,NORTH CENTER,"2",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9555531955000020616353140212595,-87.6837653008000046384040615521371,Network 2,1(773)534-5140,"609866",COONLEY,"47","60618",28.8652,"109"
1624 W 19TH ST,Daniel S. Solis,LOWER WEST SIDE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5",41.8560311928000032821728382259607,-87.6672270844999985683898557908833,Network 7,1(773)534-7205,"609867",COOPER,"25","60608",13.2365,"122"
6010 S THROOP ST,JoAnn Thompson,WEST ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7846808612999964793743856716901,-87.6571692053999953486709273420274,Network 11,1(773)535-9180,"609869",LANGFORD,"16","60636",29.7449,"77"
2510 S KILDARE AVE,Ricardo Munoz,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8456024222999971584613376762718,-87.7311928656999953091144561767578,Network 7,1(773)534-1650,"609870",CORKERY,"22","60623",23.5155,"104"
2554 W 113TH ST,Matthew J. O'Shea,MORGAN PARK,"10",District,ES,PK,41.6881908382000005985901225358248,-87.6856765978999987964925821870565,Network 10,1(773)535-2671,"609871",VICK,"19","60655",27.5422,"15"
1241 W 19TH ST,Daniel S. Solis,LOWER WEST SIDE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8560287232999996831495082005858,-87.6579801277000001391570549458265,Network 7,1(773)534-7650,"609872",PEREZ,"25","60608",14.0795,"110"
2128 S SAINT LOUIS AVE,Michael D. Chandler,NORTH LAWNDALE,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8526634884999992891607689671218,-87.7124701505999979644911945797503,Network 5,1(773)534-1680,"609873",CROWN,"24","60623",13.8772,"133"
8601 W FOSTER AVE,Mary O'Connor,OHARE,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9737147776000014687269867863506,-87.8410414426000016874240827746689,Network 1,1(773)534-1090,"609874",DIRKSEN,"41","60656",23.8253,"15"
3116 W BELDEN AVE,Scott Waguespack,LOGAN SQUARE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9233227176000013969314750283957,-87.7054129138000035936784115619957,Network 4,1(773)534-4110,"609875",DARWIN,"32","60647",27.9322,"129"
3014 W 39TH PL,George A. Cardenas,BRIGHTON PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8218516145999998911975126247853,-87.7002021602999946026102406904101,Network 8,1(773)535-4540,"609876",DAVIS N,"12","60632",24.5538,"103"
3810 W 81ST PL,Lona Lane,ASHBURN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7450777521000020442443201318383,-87.7173534236000023156520910561085,Network 10,1(773)535-2350,"609879",DAWES,"18","60652",23.5973,"37"
7030 N SACRAMENTO AVE,Debra L. Silverstein,WEST RIDGE,"2",District,ES,"K, 1, 2, 3, 4, 5, 6",42.0092885577999979318519763182849,-87.7046185931999957574589643627405,Network 2,1(773)534-2201,"609880",DECATUR,"50","60645",37.9517,"39"
7240 S WABASH AVE,Roderick T. Sawyer,GREATER GRAND CROSSING,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7624902642999984436755767092109,-87.6233445893000038040554500184953,AUSL,1(773)535-3035,"609883",DENEEN,"6","60619",20.9712,"92"
3436 N OSCEOLA AVE,Timothy M. Cullerton,DUNNING,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9425516702999985341193678323179,-87.8131315252999939957589958794415,Network 1,1(773)534-3090,"609884",DEVER,"38","60634",29.7937,"37"
5415 S UNION AVE,Willie B. Cochran,NEW CITY,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7956456837999965614471875596792,-87.6426515784000059738900745287538,AUSL,1(773)535-1666,"609885",DEWEY,"20","60609",32.4953,"85"
8306 S SAINT LAWRENCE AVE,Roderick T. Sawyer,CHATHAM,"12",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7436692420999975183804053813219,-87.6099788745000012113450793549418,Network 12,1(773)535-3834,"609887",DIXON,"6","60619",29.9937,"56"
535 E 35TH ST,"William ""Will"" D. Burns",DOUGLAS,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8311206290999990642376360483468,-87.6122745429999980615320964716375,Network 9,1(773)535-1040,"609891",DOOLITTLE,"4","60616",25.2227,"37"
6108 S NATOMA AVE,Marty Quinn,CLEARING,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7809544642000005865156708750874,-87.7876044213000028548776754178107,ISP,1(773)535-2080,"609893",DORE,"13","60638",23.7391,"95"
2710 S DEARBORN ST,Patricia R. Dowell,DOUGLAS,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8440433128999984546680934727192,-87.6285534465999944586656056344509,Network 9,1(773)534-9129,"609894",DRAKE,"3","60616",17.9851,"116"
9300 S PRINCETON AVE,"Howard B. Brookins, Jr.",ROSELAND,"11",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.7256092164999969895688991528004,-87.6301644787999975960701704025269,Network 11,1(773)535-5720,"609895",TURNER-DREW,"21","60620",31.3033,"21"
1845 W CORTLAND ST,Scott Waguespack,LOGAN SQUARE,"6",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9159138018999968267053191084415,-87.6744945988999972996680298820138,Network 6,1(773)534-4120,"609896",DRUMMOND,"32","60622",21.0381,"115"
2040 W 62ND ST,JoAnn Thompson,WEST ENGLEWOOD,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7812251733000010744945029728115,-87.6755466600999966431118082255125,Network 11,1(773)535-9130,"609897",EARLE,"16","60636",20.8056,"63"
3400 W 65TH PL,Michael R. Zalewski,CHICAGO LAWN,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7744204524000011247153452131897,-87.7079526334999997061458998359740,Network 10,1(773)535-9190,"609898",EBERHART,"23","60629",24.4436,"32"
7350 W PRATT AVE,Mary O'Connor,EDISON PARK,"1",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",42.0044079219999986207767506130040,-87.8111697848000005706126103177667,ISP,1(773)534-1070,"609899",EBINGER,"41","60631",32.5751,"15"
32 E 115TH ST,Anthony A. Beale,ROSELAND,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6854184004999979151762090623379,-87.6216526075999979639163939282298,AUSL,1(773)535-5050,"609900",CURTIS,"9","60628",16.5939,"71"
6525 N HIAWATHA AVE,Mary O'Connor,FOREST GLEN,"1",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9994368336000007957409252412617,-87.7618404744000031314499210566282,ISP,1(773)534-1194,"609901",EDGEBROOK,"41","60646",25.3410,"28"
12339 S NORMAL AVE,Carrie M. Austin,WEST PULLMAN,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6694440232000005153167876414955,-87.6343055212000052733856136910617,Network 13,1(773)535-5590,"609902",METCALFE,"34","60628",32.4263,"97"
4815 S KARLOV AVE,Edward M. Burke,ARCHER HEIGHTS,"8",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8055415398999983267458446789533,-87.7258561778999990110605722293258,ISP,1(773)535-4875,"609903",EDWARDS,"14","60632",22.5331,"103"
243 N PARKSIDE AVE,Chris Taliaferro,AUSTIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8855295806000000879976141732186,-87.7665893777000007958122296258807,Network 3,1(773)534-6361,"609904",ELLINGTON,"29","60644",25.9997,"91"
3600 W 5TH AVE,Jason C. Ervin,EAST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8757441234999987500486895442009,-87.7158044315000040569429984316230,Network 5,1(773)534-6660,"609907",ERICSON,"28","60624",26.7440,"76"
1865 W MONTVALE AVE,Matthew J. O'Shea,MORGAN PARK,"10",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.6894196062999995433528965804726,-87.6691586700000016207923181355000,Network 10,1(773)535-2650,"609908",ESMOND,"19","60643",34.7865,"28"
3419 S BELL AVE,George A. Cardenas,MCKINLEY PARK,"8",District,ES,"PK, K, 1, 2, 3, 4, 5",41.8315551614999989737953001167625,-87.6813103037000018957769498229027,Network 8,1(773)535-4550,"609909",EVERETT,"12","60608",23.5431,"130"
3020 N LAMON AVE,Ray Suarez,BELMONT CRAGIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6",41.9357845737999994639721990097314,-87.7493306251000007023321813903749,Network 3,1(773)534-3560,"609910",FALCONER,"31","60641",24.1282,"98"
5414 N LINDER AVE,John Arena,JEFFERSON PARK,"1",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9797900557000005505869921762496,-87.7660716582000048902045818977058,Network 1,1(773)534-3535,"609912",FARNSWORTH,"45","60630",31.4398,"101"
10041 S UNION AVE,Carrie M. Austin,WASHINGTON HEIGHTS,"13",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7111836229999966008108458481729,-87.6404136456000060206861235201359,Network 13,1(773)535-2700,"609917",FERNWOOD,"34","60628",25.5593,"89"
7019 N ASHLAND AVE,Joe A. Moore,ROGERS PARK,"2",District,ES,"5, 6, 7, 8",42.0096638555000012615892046596855,-87.6699854006999999000981915742159,Network 2,1(773)534-2030,"609918",FIELD,"49","60626",28.8581,"59"
6020 S LANGLEY AVE,Willie B. Cochran,WOODLAWN,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7851828167000007852038834244013,-87.6086328964999978552441461943090,Network 9,1(773)535-0990,"609919",FISKE,"20","60637",29.3645,"82"
2233 S KEDZIE AVE,George A. Cardenas,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8507714843999991671807947568595,-87.7051120770999972364734276197851,Network 7,1(773)534-1736,"609920",KANOON,"12","60623",18.5496,"95"
2832 W 24TH BLVD,George A. Cardenas,SOUTH LAWNDALE,"7",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8479474326000016048965335357934,-87.6960058794000048010275349952281,Network 7,1(773)534-1402,"609921",TELPOCHCALLI,"12","60623",25.4893,"104"
5252 W PALMER ST,Nicholas Sposato,BELMONT CRAGIN,"3",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9201500471000017000733350869268,-87.7568429030000061175087466835976,Network 3,1(773)534-2900,"609922",BELMONT-CRAGIN,"36","60639",26.8552,"102"
9025 S THROOP ST,"Howard B. Brookins, Jr.",WASHINGTON HEIGHTS,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7296726749000015388446627184749,-87.6554811608999955296894768252969,Network 11,1(773)535-2680,"609924",FORT DEARBORN,"21","60620",29.4618,"41"
3030 W ARTHINGTON ST,Jason C. Ervin,EAST GARFIELD PARK,"5",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8701677179999975919599819462746,-87.7021629043999979558066115714610,Network 5,1(773)534-6602,"609925",KELLMAN,"28","60612",24.4177,"98"
225 W EVERGREEN AVE,"Walter Burnett, Jr.",NEAR NORTH SIDE,"4",District,ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",41.9065999903000019344290194567293,-87.6355128102999998418454197235405,Network 4,1(773)534-8510,"609926",FRANKLIN,"27","60610",20.9128,"114"
8530 S WOOD ST,"Howard B. Brookins, Jr.",AUBURN GRESHAM,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7384254780000034656950447242707,-87.6680993123000007472001016139984,Network 11,1(773)535-2725,"609927",FOSTER PARK,"21","60620",11.2937,"36"
4214 S ST LAWRENCE AVE,"William ""Will"" D. Burns",GRAND BOULEVARD,"9",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.8180034036999970226133882533759,-87.6117840425999929721001535654068,AUSL,1(773)535-1687,"609928",FULLER,"4","60653",22.5038,"55"
5300 S HERMITAGE AVE,JoAnn Thompson,NEW CITY,"11",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.7975802707999974927588482387364,-87.6684358817999935808984446339309,Network 11,1(773)535-9000,"609929",FULTON,"16","60609",30.8931,"81"
2010 N CENTRAL PARK AVE,Roberto Maldonado,LOGAN SQUARE,"4",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",41.9176165145999988226321875117719,-87.7168916648000021041298168711364,Network 4,1(773)534-4125,"609930",FUNSTON,"26","60647",27.1101,"93"
1631 W JONQUIL TER,Joe A. Moore,ROGERS PARK,"2",District,ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",42.0210905579999973724625306203961,-87.6719389761999963184280204586685,Network 2,1(773)534-2100,"609933",GALE,"49","60626",29.3377,"25"
